"","X","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","budget","title_year","actor_2_facebook_likes","imdb_score","Action","Adventure","Fantasy","Sci.Fi","Thriller","Romance","Animation","Comedy","Family","Musical","Mystery","Western","Drama","History","Sport","Crime","Horror","War","Biography","Music","Documentary","Film.Noir","assassin","spy","scientist","vampire","vomiting","king","hospital","writer","student","future","fight","teenager","president","sex","terrorist","train","best.friend","college","serial.killer","hotel","christmas","secret","female.protagonist","battle","box.office.flop","rescue","cia","detective","lawyer","escape","party","wedding","island","marriage","dog","friendship","drugs","money","revenge","prison","school","boy","fbi","alien","high.school","new.york.city","police","death","murder","friend","love","profit"
"1312",1312,"Richard Donner",68,121,503,94,"Nick Chinlund",808,144731527,"Rene Russo","Lethal Weapon 3 ",1446,"Stuart Wilson",2,"c(""gangster"", ""gun"", ""internal affairs"", ""police"", ""police officer"")",3.5e+07,1992,277,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.13518648571429
"1313",1313,"John Lee Hancock",261,129,102,624,"Quinton Aaron",768,255950375,"Catherine Dyer","The Blind Side ",3389,"Kim Dickens",0,"c(""american football"", ""based on true story"", ""football star"", ""high school football"", ""left tackle"")",2.9e+07,2009,734,7.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.825875
"1315",1315,"Seth Gordon",340,106,91,64,"Lindsay Sloane",18000,117528646,"Kevin Spacey","Horrible Bosses ",18669,"Reginald Ballard",5,"c(""black comedy"", ""boss"", ""chemical company"", ""dental assistant"", ""murder"")",3.5e+07,2011,464,6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.35796131428571
"1316",1316,"Ethan Coen",493,110,1000,538,"Jeff Bridges",13000,171031347,"Matt Damon","True Grit ",25964,"Bruce Green",0,"c(""arkansas"", ""murder"", ""sheriff"", ""texas ranger"", ""u.s. marshal"")",3.8e+07,2010,12000,7.7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.50082492105263
"1317",1317,"David Frankel",208,109,64,505,"Anne Hathaway",11000,124732962,"Meryl Streep","The Devil Wears Prada ",23923,"Rebecca Mader",0,"c(""fashion"", ""fashion industry"", ""magazine"", ""new york city"", ""publishing"")",3.5e+07,2006,11000,6.8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56379891428571
"1318",1318,"Robert Wise",134,143,338,643,"Nichelle Nichols",12000,82300000,"Leonard Nimoy","Star Trek: The Motion Picture ",16007,"Walter Koenig",2,"c(""alien"", ""space"", ""space station"", ""spacecraft"", ""warp speed"")",3.5e+07,1979,664,6.4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.35142857142857
"1319",1319,"Seth Gordon",275,120,91,680,"Eric Stonestreet",4000,134455175,"Jon Favreau","Identity Thief ",5826,"T.I.",2,"c(""bounty hunter"", ""credit card"", ""cross country"", ""identity"", ""police"")",3.5e+07,2013,904,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.84157642857143
"1320",1320,"Martin Scorsese",120,128,17000,387,"Robert Mitchum",22000,79100000,"Robert De Niro","Cape Fear ",24006,"Joe Don Baker",0,"c(""lawyer"", ""neo noir"", ""prison"", ""rapist"", ""southern gothic"")",3.5e+07,1991,1000,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.26
"1321",1321,"Robert Luketic",144,123,126,1000,"Jim Sturgess",18000,81159365,"Kevin Spacey","21 ",25661,"Josh Gad",2,"c(""based on true story"", ""blackjack"", ""card counting"", ""gambling"", ""massachusetts institute of technology"")",3.5e+07,2008,5000,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318839
"1324",1324,"Anthony Minghella",116,162,333,362,"Kristin Scott Thomas",14000,78651430,"Colin Firth","The English Patient ",15912,"Jürgen Prochnow",0,"c(""church"", ""english"", ""flashback"", ""nurse"", ""patient"")",2.7e+07,1996,1000,7.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91301592592593
"1325",1325,"Curtis Hanson",177,138,161,210,"Matt McCoy",18000,64604977,"Kevin Spacey","L.A. Confidential ",19129,"Paul Guilfoyle",2,"c(""1950s"", ""call girl"", ""corruption"", ""murder"", ""police detective"")",3.5e+07,1997,398,8.3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.845856485714286
"1330",1330,"Tarsem Singh",225,109,763,311,"Jake Weber",812,61280963,"Dylan Baker","The Cell ",2474,"James Gammon",1,"c(""coma"", ""fbi"", ""race against time"", ""serial killer"", ""strong female lead"")",3.3e+07,2000,551,6.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.856998878787879
"1331",1331,"Randall Wallace",83,132,130,80,"Anne Parillaud",29000,56876365,"Leonardo DiCaprio","The Man in the Iron Mask ",29265,"Judith Godrèche",1,"c(""france"", ""musketeer"", ""three musketeers"", ""twin"", ""twin brother"")",3.5e+07,1998,130,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625039
"1332",1332,"Randall Wallace",160,123,130,426,"Kevin Connolly",826,59699513,"Scott Glenn","Secretariat ",2259,"Dylan Walsh",0,"c(""eccentric"", ""horse racing"", ""newspaper clipping"", ""stallion"", ""triple crown"")",3.5e+07,2010,638,7.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705700371428571
"1335",1335,"Will Gluck",238,109,87,923,"Justin Timberlake",15000,55802754,"Mila Kunis","Friends with Benefits ",20956,"Masi Oka",2,"c(""blow job"", ""female rear nudity"", ""girl in panties"", ""male objectification"", ""no panties"")",3.5e+07,2011,3000,6.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5943644
"1336",1336,"Nicholas Stoller",177,92,89,190,"Ike Barinholtz",17000,55291815,"Chloë Grace Moretz","Neighbors 2: Sorority Rising ",17860,"Kiersey Clemons",0,"c(""bare chested male"", ""gay"", ""gay best friend"", ""gay man"", ""gay marriage proposal"")",3.5e+07,2016,329,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579766142857143
"1337",1337,"John Lee Hancock",405,125,102,825,"Ruth Wilson",15000,83299761,"Tom Hanks","Saving Mr. Banks ",19809,"B.J. Novak",2,"c(""author"", ""disney"", ""loss of father"", ""reference to walt disney"", ""suppression of emotion"")",3.5e+07,2013,2000,7.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37999317142857
"1341",1341,"Patrick Tatopoulos",164,92,148,227,"Kevin Grevioux",978,45802315,"Craig Parker","Underworld: Rise of the Lycans ",2184,"Steven Mackintosh",1,"c(""battle"", ""slave"", ""vampire"", ""warrior"", ""werewolf"")",3.5e+07,2009,593,6.6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308637571428571
"1343",1343,"Dennis Dugan",90,75,221,553,"Jon Heder",11000,57651794,"Jon Lovitz","The Benchwarmers ",13125,"Tim Meadows",2,"c(""baseball"", ""baseball team"", ""bully"", ""millionaire"", ""team"")",3.3e+07,2006,970,5.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747024060606061
"1345",1345,"Mike Newell",117,147,179,646,"Al Pacino",40000,41954997,"Johnny Depp","Donnie Brasco ",56014,"Anne Heche",2,"c(""fbi"", ""mafia"", ""money"", ""racial slur"", ""singer"")",3.5e+07,1997,14000,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1987142
"1346",1346,"Paul W.S. Anderson",226,100,545,766,"Jaymes Butler",14000,39532308,"Milla Jovovich","Resident Evil ",17902,"Colin Salmon",0,"c(""amnesia"", ""quarantine"", ""special forces"", ""virus"", ""zombie"")",3.3e+07,2002,2000,6.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197948727272727
"1347",1347,"Tobe Hooper",223,120,365,723,"Zelda Rubinstein",887,76600000,"Heather O'Rourke","Poltergeist ",3876,"Craig T. Nelson",0,"c(""ghost"", ""haunted"", ""haunting"", ""house"", ""paranormal investigator"")",10700000,1982,770,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1588785046729
"1348",1348,"Ethan Coen",193,104,1000,939,"Tom Hanks",24000,39692139,"J.K. Simmons","The Ladykillers ",41701,"Stephen Root",1,"c(""casino"", ""irony of fate"", ""landlady"", ""professor"", ""remake"")",3.5e+07,2004,15000,6.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134061114285714
"1349",1349,"John Moore",228,103,212,248,"Beau Bridges",15000,40687294,"Mila Kunis","Max Payne ",16249,"Jamie Hector",1,"c(""corporation"", ""death"", ""ex partner"", ""hallucination"", ""police detective"")",3.5e+07,2008,552,5.4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.162494114285714
"1350",1350,"Andrew Niccol",360,109,487,3000,"Olivia Wilde",20000,37553932,"Matt Bomer","In Time ",34011,"Justin Timberlake",2,"c(""currency"", ""future"", ""murder"", ""on the run"", ""time"")",4e+07,2011,10000,6.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0611517
"1354",1354,"Steven E. de Souza",63,102,133,690,"Raul Julia",2000,33423521,"Ming-Na Wen","Street Fighter ",5443,"Kylie Minogue",1,"c(""guile"", ""hostage"", ""ransom"", ""soldier"", ""united nations"")",3.5e+07,1994,1000,3.8,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450422571428571
"1355",1355,"Roman Polanski",193,150,2000,95,"Frank Finlay",396,32519322,"Emilia Fox","The Pianist ",1075,"Ed Stoppard",0,"c(""ghetto"", ""holocaust"", ""jewish"", ""piano"", ""warsaw ghetto"")",3.5e+07,2002,338,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708765142857143
"1356",1356,"Catherine Hardwicke",122,101,308,206,"Hiam Abbass",446,37617947,"Keisha Castle-Hughes","The Nativity Story ",966,"Shaun Toub",0,"c(""angel"", ""bethlehem"", ""journey"", ""nazareth"", ""virgin"")",3e+07,2006,224,6.8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253931566666667
"1357",1357,"Jaume Collet-Serra",228,108,174,324,"Paris Hilton",730,32048809,"Robert Ri'chard","House of Wax ",2178,"Brian Van Holt",0,"c(""brother sister relationship"", ""group of friends"", ""male nudity"", ""twin"", ""wax"")",3e+07,2005,716,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682936333333333
"1359",1359,"Clint Eastwood",392,137,16000,363,"Naomi Watts",29000,37304950,"Leonardo DiCaprio","J. Edgar ",36258,"Kaitlyn Dever",0,"c(""agent"", ""fbi"", ""federal bureau of investigation"", ""gay relationship"", ""secret"")",3.5e+07,2011,6000,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0658557142857144
"1360",1360,"Alexandre Aja",208,112,192,844,"Cameron Boyce",1000,30691439,"Jason Flemyng","Mirrors ",3185,"Julian Glover",0,"c(""estranged wife"", ""evil"", ""fire"", ""medication"", ""mirror"")",3.5e+07,2008,915,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123101742857143
"1362",1362,"Stephen Hopkins",119,103,81,636,"Robert Davi",2000,30669413,"Adam Baldwin","Predator 2 ",4722,"Kevin Peter Hall",0,"c(""alien"", ""drug lord"", ""gang"", ""hunter"", ""predator"")",3.5e+07,1990,683,6.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.123731057142857
"1366",1366,"Rob Cohen",211,101,357,374,"Chad Lindberg",907,25863915,"Cicely Tyson","Alex Cross ",2471,"Carmen Ejogo",0,"c(""assassin"", ""detective"", ""partner"", ""police"", ""serial killer"")",3.5e+07,2012,445,5.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.261031
"1367",1367,"Clint Eastwood",91,155,16000,229,"Bob Gunton",18000,25078937,"Kevin Spacey","Midnight in the Garden of Good and Evil ",19689,"Leon Rippy",2,"c(""graveyard"", ""murder"", ""murder trial"", ""reporter"", ""trial"")",3e+07,1997,461,6.6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.164035433333333
"1370",1370,"Chris Carter",270,108,251,296,"Callum Rennie",826,20981633,"Mitch Pileggi","The X Files: I Want to Believe ",2351,"Nicki Aycox",0,"c(""fbi"", ""priest"", ""psychic"", ""psychic vision"", ""staff physician"")",3e+07,2008,716,5.9,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.300612233333333
"1375",1375,"Curtis Hanson",173,107,161,549,"Rip Torn",21000,19389454,"Robert Downey Jr.","Wonder Boys ",22974,"Richard Thomas",5,"c(""based on novel"", ""college girl"", ""midlife crisis"", ""pittsburgh pennsylvania"", ""professor"")",5.5e+07,2000,826,7.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.647464472727273
"1376",1376,"Craig Mazin",121,82,82,418,"Tracy Morgan",1000,25871834,"Drake Bell","Superhero Movie ",3266,"Marion Ross",6,"c(""dragonfly"", ""hero"", ""high school"", ""soaking wet"", ""supervillian origin"")",3.5e+07,2008,642,4.5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.260804742857143
"1377",1377,"Allen Hughes",298,109,90,344,"James Ransone",1000,19692608,"Alona Tal","Broken City ",2073,"Michael Beach",3,"c(""election"", ""father son relationship"", ""fellatio"", ""gay slur"", ""title spoken by character"")",3.5e+07,2013,412,6.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437354057142857
"1379",1379,"David Koepp",248,91,192,346,"Dania Ramirez",23000,20275446,"Joseph Gordon-Levitt","Premium Rush ",24669,"Aasif Mandvi",0,"c(""chase"", ""courier"", ""delivery"", ""envelope"", ""police"")",3.5e+07,2012,1000,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.420701542857143
"1380",1380,"Anne Fletcher",155,87,98,253,"Richard T. Jones",472,34507079,"Jim Gaffigan","Hot Pursuit ",1679,"Michael Mosley",2,"c(""danger"", ""drug cartel"", ""female cop"", ""female police officer"", ""fugitive"")",3.5e+07,2015,328,5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140834571428572
"1382",1382,"Taylor Hackford",224,118,138,458,"Clifton Collins Jr.",26000,17609982,"Jason Statham","Parker ",28479,"Wendell Pierce",0,"c(""action hero"", ""disguise"", ""hospital"", ""real estate agent"", ""thief"")",3.5e+07,2013,968,6.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496857657142857
"1386",1386,"John Milius",13,115,468,150,"Dann Florek",605,14587732,"Rosanna Arquette","Flight of the Intruder ",1290,"Christopher Rich",3,"c(""bombardier"", ""pilot"", ""u.s. navy"", ""vietnam"", ""vietnam war"")",3.5e+07,1991,367,5.7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.583207657142857
"1387",1387,"Jake Kasdan",171,120,52,134,"Nat Faxon",553,18317151,"Tim Meadows","Walk Hard: The Dewey Cox Story ",1082,"Matt Price",1,"c(""drugs"", ""elvis"", ""musician"", ""singer"", ""the beatles"")",3.5e+07,2007,214,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.476652828571429
"1388",1388,"Lasse Hallström",119,111,529,505,"Scott Glenn",18000,11405825,"Kevin Spacey","The Shipping News ",19805,"Jason Behr",3,"c(""employee employer relationship"", ""husband wife relationship"", ""newspaper"", ""ship"", ""wake"")",3.5e+07,2001,826,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.674119285714286
"1390",1390,"Jean-Marc Vallée",188,100,212,919,"Jim Broadbent",2000,10991381,"Michiel Huisman","The Young Victoria ",5890,"Thomas Kretschmann",1,"c(""19th century"", ""courtship"", ""female protagonist"", ""princess"", ""queen of england"")",3.5e+07,2009,1000,7.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.685960542857143
"1391",1391,"Dominic Sena",166,101,57,230,"Bashar Rahal",1000,10268846,"Tom Skerritt","Whiteout ",1947,"Shawn Doyle",1,"c(""antarctica"", ""geologist"", ""investigation"", ""u.s. marshal"", ""winter"")",3.5e+07,2009,603,5.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7066044
"1393",1393,"Hark Tsui",67,91,85,105,"Lela Rochon",635,10076136,"Paul Sorvino","Knock Off ",1352,"Ray Nicholas",0,"c(""cia"", ""hong kong"", ""market"", ""undercover"", ""van"")",3.5e+07,1998,316,4.8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7121104
